,full_name,Current Club,nationality,minutes_played_overall,goals_overall,clean_sheets_overall
3318,Vitorino Hilton,Montpellier,Brazil,3233,0,11
3319,Dani Alves,PSG,Brazil,1625,1,8
3320,Edinson Cavani,PSG,Uruguay,1676,18,10
3321,Mustapha Diallo,Nîmes,Senegal,459,0,1
3322,Jose Fonte,Lille,Portugal,3112,3,15
3323,Choupo-Moting,PSG,Cameroon,792,3,10
3324,Ángel Di María,PSG,Argentina,2339,12,14
3325,Rolando,Olympique Marseille,Portugal,804,0,2
3326,Ciprian Tătărușanu,Nantes,Romania,2391,0,7
3327,Radamel Falcao,Monaco,Colombia,2564,15,7
3328,Khaled Adénon,Amiens SC,Benin,1995,0,6
3329,Dante,Nice,Brazil,3227,1,16
3330,Rafael,Olympique Lyonnais,Brazil,1018,0,6
3331,Ganso,Amiens SC,Brazil,517,0,2
3332,Lucas Lima,Nantes,Brazil,2495,0,5
3333,Facundo Píriz,Montpellier,Uruguay,110,0,2
3334,Neymar,PSG,Brazil,1443,15,6
3335,Bertrand Traoré,Olympique Lyonnais,Burkina Faso,2122,7,8
3336,Gabriel Silva,Saint-Étienne,Brazil,1432,0,7
3337,Fernando Marçal,Olympique Lyonnais,Brazil,883,0,3
3338,Naldo,Monaco,Brazil,303,0,1
3339,Papy Djilobodji,Guingamp,Senegal,174,0,0
3340,François Moubandje,Toulouse,Switzerland,1934,0,4
3341,Pedro Mendes,Montpellier,Portugal,2669,1,11
3342,Thiago Mendes,Lille,Brazil,3082,0,15
3343,Lucas Ocampos,Olympique Marseille,Argentina,2715,4,11
3344,Marquinhos,PSG,Brazil,2695,3,13
3345,Juan Bernat,PSG,Spain,1838,1,12
3346,Mariano,Olympique Lyonnais,Dominican Republic,144,0,2
3347,Andreas Cornelius,Bordeaux,Denmark,737,3,6
3348,Pedro Rebocho,Guingamp,Portugal,3240,0,10
3349,Rony Lopes,Monaco,Portugal,1857,2,6
3350,Casimir Ninga,Caen,Chad,2475,6,9
3351,Christopher Martins,Olympique Lyonnais,Luxembourg,0,0,0
3352,Nuno da Costa,Strasbourg,Cape Verde,2054,8,7
3353,Luiz Araújo,Lille,Brazil,767,3,11
3354,Thiago Maia,Lille,Brazil,1012,0,6
3355,Jemerson,Monaco,Brazil,2226,0,5
3356,Xeka,Lille,Portugal,2265,2,11
3357,Diego Carlos,Nantes,Brazil,3149,2,8
3358,Tanguy Ndombele,Olympique Lyonnais,France,2692,1,9
3359,Otávio,Bordeaux,Brazil,2909,0,10
3360,Nanitamo Ikone,Lille,France,2814,3,15
3361,Kylian Mbappé,PSG,France,2340,33,14
3362,Assane Dioussé,Saint-Étienne,Senegal,212,0,1
3363,Faitout Maouassa,Nîmes,France,2138,0,8
3364,Herve Koffi,Lille,Burkina Faso,0,0,0
3365,Tyler Adams,RB Leipzig,USA,721,0,7
3366,Alphonso Davies,Bayern München,Canada,74,1,1
3367,Manuel Neuer,Bayern München,Germany,2303,0,10
3368,Mats Hummels,Bayern München,Germany,1775,1,7
3369,Thiago Alcantara,Bayern München,Spain,2407,2,12
3370,Thomas Müller,Bayern München,Germany,2391,6,12
3371,Robert Lewandowski,Bayern München,Poland,2959,22,12
3372,Felix Wiedwald,Eintracht Frankfurt,Germany,0,0,0
3373,Theodor Gebre Selassie,Werder Bremen,Czech Republic,2815,3,5
3374,Robert Bauer,Nürnberg,Germany,1724,0,2
3375,Fin Bartels,Werder Bremen,Germany,21,0,0
3376,Florian Grillitsch,Hoffenheim,Austria,2395,0,3
3377,Aron Jóhannsson,Werder Bremen,USA,3,0,0
3378,Joshua Kimmich,Bayern München,Germany,3060,2,12
3379,Sven Ulreich,Bayern München,Germany,757,0,2
3380,Maximilian Eggestein,Werder Bremen,Germany,3053,5,5
3381,Florian Kainz,Werder Bremen,Austria,375,0,2
3382,Niklas Moisander,Werder Bremen,Finland,2639,0,5
3383,Jaroslav Drobný,Fortuna Düsseldorf,Czech Republic,180,0,0
3384,Roman Bürki,Borussia Dortmund,Switzerland,2880,0,10
3385,Marcel Schmelzer,Borussia Dortmund,Germany,564,0,3
3386,Shinji Kagawa,Borussia Dortmund,Japan,98,0,1
3387,Sebastian Rode,Eintracht Frankfurt,Germany,931,0,6
3388,Daniel Brosinski,Mainz 05,Germany,2206,3,4
3389,Giulio Donati,Mainz 05,Italy,624,0,4
3390,Stefan Bell,Mainz 05,Germany,2250,0,5
3391,Yunus Mallı,Wolfsburg,Turkey,688,1,5
3392,Karim Onisiwo,Mainz 05,Austria,1146,7,5
3393,Jean-Philippe Gbamin,Mainz 05,Côte d'Ivoire,2674,2,7
3394,Suat Serdar,Schalke 04,Germany,1736,2,7
3395,Julian Weigl,Borussia Dortmund,Germany,1455,1,5
3396,Łukasz Piszczek,Borussia Dortmund,Poland,1759,1,5
3397,Raphaël Adelino José Guerreiro,Borussia Dortmund,Portugal,1531,2,7
3398,Christian Pulisic,Borussia Dortmund,USA,924,4,6
3399,Jannik Huth,Mainz 05,Germany,0,0,0
3400,Gaetan Bussmann,Mainz 05,France,90,0,0
3401,Niko Bungert,Mainz 05,Germany,282,0,3
3402,Leonardo Bittencourt,Hoffenheim,Germany,1069,1,4
3403,Michael Esser,Hannover 96,Germany,2880,0,5
3404,Jérôme Gondorf,Freiburg,Germany,1292,2,5
3405,Yūya Ōsako,Werder Bremen,Japan,1350,3,3
3406,Dominique Heintz,Freiburg,Germany,3054,1,5
3407,Matthias Ostrzolek,Hannover 96,Germany,1466,0,5
3408,Filip Kostić,Eintracht Frankfurt,Serbia,2961,6,9
3409,Michael Gregoritsch,Augsburg,Austria,2493,6,5
3410,Markus Suttner,Fortuna Düsseldorf,Austria,491,1,0
3411,Alfredo Morales,Fortuna Düsseldorf,USA,1527,1,2
3412,Mathew Leckie,Hertha BSC,Australia,939,2,6
3413,Gian-Luca Waldschmidt,Freiburg,Germany,1714,9,4
3414,Christian Mathenia,Nürnberg,Germany,1933,0,2
3415,Marwin Hitz,Borussia Dortmund,Switzerland,180,0,0
3416,Paul Verhaegh,Wolfsburg,Netherlands,180,0,1
3417,Christoph Janker,Augsburg,Germany,70,0,1
3418,Konstantinos Stafylidis,Augsburg,Greece,922,0,3
3419,Jeffrey Gouweleeuw,Augsburg,Netherlands,2093,0,3
3420,Daniel Baier,Augsburg,Germany,2824,0,5
3421,Ja-Cheol Koo,Augsburg,South Korea,1644,2,4
3422,Dominik Kohr,Bayer Leverkusen,Germany,968,0,4
3423,Alfreð Finnbogason,Augsburg,Iceland,1346,10,2
3424,Koen Casteels,Wolfsburg,Belgium,2296,0,8
3425,Jeffrey Bruma,Schalke 04,Netherlands,623,0,2
3426,Robin Knoche,Wolfsburg,Germany,2790,3,8
3427,Jakub Błaszczykowski,Wolfsburg,Poland,12,0,0
3428,Daniel Caligiuri,Schalke 04,Germany,2760,7,5
3429,Daniel Didavi,Stuttgart,Germany,948,2,3
3430,Yannick Gerhardt,Wolfsburg,Germany,2460,2,8
3431,Dong-Won Ji,Augsburg,South Korea,891,4,1
3432,Takashi Usami,Fortuna Düsseldorf,Japan,877,1,3
3433,Andreas Luthe,Augsburg,Germany,1310,0,2
3434,Maximilian Arnold,Wolfsburg,Germany,2879,2,9
3435,Josip Brekalo,Wolfsburg,Croatia,1414,3,7
3436,Lukáš Hrádecký,Bayer Leverkusen,Finland,2880,0,9
3437,Bastian Oczipka,Schalke 04,Germany,1876,1,4
3438,Makoto Hasebe,Eintracht Frankfurt,Japan,2520,0,8
3439,Omar Mascarell González,Schalke 04,Spain,993,0,5
3440,Mijat Gaćinović,Eintracht Frankfurt,Serbia,1620,0,6
3441,Branimir Hrgota,Eintracht Frankfurt,Sweden,4,0,0
3442,Ralf Fährmann,Schalke 04,Germany,1469,0,3
3443,Dennis Aogo,Stuttgart,Germany,1014,0,4
3444,Timothy Chandler,Eintracht Frankfurt,USA,16,0,0
3445,Danny Blum,Eintracht Frankfurt,Germany,2,0,1
3446,Marco Jhonfai Fabián De La Mora,Eintracht Frankfurt,Mexico,63,0,0
3447,Abdul Rahman Baba,Schalke 04,Ghana,163,0,0
3448,Nabil Bentaleb,Schalke 04,Algeria,1791,3,4
3449,Alessandro Schöpf,Schalke 04,Austria,1003,1,2
3450,Sascha Riether,Schalke 04,Germany,1,0,1
3451,Matija Nastasić,Schalke 04,Serbia,2451,1,5
3452,Alexander Nübel,Schalke 04,Germany,1589,0,4
3453,Yann Sommer,Borussia M'gladbach,Switzerland,3060,0,13
3454,Oscar Wendt,Borussia M'gladbach,Sweden,2730,1,12
3455,Tony Jantschke,Borussia M'gladbach,Germany,932,0,5
3456,Nico Elvedi,Borussia M'gladbach,Switzerland,2626,2,12
3457,Ibrahima Traoré,Borussia M'gladbach,Guinea,546,0,6
3458,Tobias Strobl,Borussia M'gladbach,Germany,2295,0,12
3459,Christoph Kramer,Borussia M'gladbach,Germany,1136,2,6
3460,Lars Stindl,Borussia M'gladbach,Germany,1513,3,10
3461,André Hahn,Augsburg,Germany,2047,4,4
3462,Ömer Toprak,Borussia Dortmund,Turkey,228,0,3
3463,Tin Jedvaj,Bayer Leverkusen,Croatia,1121,0,3
3464,Jonathan Tah,Bayer Leverkusen,Germany,2939,3,9
3465,Julian Baumgartlinger,Bayer Leverkusen,Austria,1556,0,7
3466,Karim Bellarabi,Bayer Leverkusen,Germany,1070,5,4
3467,Kevin Kampl,RB Leipzig,Slovenia,2122,2,12
3468,Kevin Volland,Bayer Leverkusen,Germany,2820,14,9
3469,Fabian Johnson,Borussia M'gladbach,USA,1010,1,6
3470,Thorgan Hazard,Borussia M'gladbach,Belgium,2878,10,12
3471,Patrick Herrmann,Borussia M'gladbach,Germany,1072,3,8
3472,Mahmoud Dahoud,Borussia Dortmund,Germany,693,1,3
3473,Tobias Sippel,Borussia M'gladbach,Germany,0,0,0
3474,Jonas Hofmann,Borussia M'gladbach,Germany,1914,5,10
3475,Admir Mehmedi,Wolfsburg,Switzerland,1699,6,6
3476,Julian Brandt,Bayer Leverkusen,Germany,2673,7,9
3477,Ramazan Özcan,Bayer Leverkusen,Austria,180,0,0
3478,Benjamin Henrichs,Bayer Leverkusen,Germany,64,0,0
3479,Sebastian Langkamp,Werder Bremen,Germany,1410,0,5
3480,Peter Pekarík,Hertha BSC,Slovakia,216,0,0
3481,Marvin Plattenhardt,Hertha BSC,Germany,1957,1,6
3482,John Anthony Brooks,Wolfsburg,USA,2610,3,8
3483,Per Ciljan Skjelbred,Hertha BSC,Norway,997,0,5
3484,Fabian Lustenberger,Hertha BSC,Switzerland,2169,0,7
3485,Genki Haraguchi,Hannover 96,Japan,2129,0,4
3486,Vladimír Darida,Hertha BSC,Czech Republic,371,0,1
3487,Mitchell Weiser,Bayer Leverkusen,Germany,2109,1,8
3488,Vedad Ibišević,Hertha BSC,Bosnia and Herzegovina,1792,10,8
3489,Alexander Schwolow,Freiburg,Germany,2970,0,5
3490,Manuel Gulde,Freiburg,Germany,1714,1,4
3491,Christian Günter,Freiburg,Germany,2880,0,5
3492,Amir Abrashi,Freiburg,Albania,791,0,1
3493,Nicolas Höfler,Freiburg,Germany,1616,0,2
3494,Janik Haberer,Freiburg,Germany,2343,1,4
3495,Vincenzo Grifo,Freiburg,Italy,1764,7,2
3496,Florian Niederlechner,Freiburg,Germany,970,4,4
3497,Maximilian Philipp,Borussia Dortmund,Germany,757,1,7
3498,Alexander Esswein,Stuttgart,Germany,1258,0,3
3499,Julian Schieber,Augsburg,Germany,255,1,2
3500,Thomas Kraft,Hertha BSC,Germany,314,0,1
3501,Salomon Armand Magloire Kalou,Hertha BSC,Côte d'Ivoire,2327,8,9
3502,Allan Rodrigues de Souza,Eintracht Frankfurt,Brazil,175,0,0
3503,Nils Petersen,Freiburg,Germany,1927,10,4
3504,Pascal Stenzel,Freiburg,Germany,1451,0,1
3505,Oliver Baumann,Hoffenheim,Germany,2970,0,5
3506,Pavel Kadeřábek,Hoffenheim,Czech Republic,2509,3,5
3507,Niklas Süle,Bayern München,Germany,2652,2,10
3508,Sebastian Rudy,Schalke 04,Germany,1360,0,3
3509,Kevin Vogt,Hoffenheim,Germany,2395,0,4
3510,Lukas Rupp,Hoffenheim,Germany,24,0,0
3511,Sandro Wagner,Bayern München,Germany,138,0,4
3512,Andrej Kramarić,Hoffenheim,Croatia,2404,17,5
3513,Mark Uth,Schalke 04,Germany,1408,2,5
3514,Péter Gulácsi,RB Leipzig,Hungary,2926,0,16
3515,Marcel Halstenberg,RB Leipzig,Germany,2414,3,15
3516,Willi Orban,RB Leipzig,Germany,2050,4,13
3517,Stefan Ilsanker,RB Leipzig,Austria,927,0,8
3518,Diego Demme,RB Leipzig,Germany,2061,0,12
3519,Marcel Sabitzer,RB Leipzig,Austria,2354,4,16
3520,Timo Werner,RB Leipzig,Germany,2524,16,14
3521,Pirmin Schwegler,Hannover 96,Switzerland,2088,0,3
3522,Nadiem Amiri,Hoffenheim,Germany,759,3,3
3523,Marco Terrazzino,Freiburg,Germany,518,1,2
3524,Ermin Bičakčić,Hoffenheim,Bosnia and Herzegovina,1788,1,4
3525,Kerem Demirbay,Hoffenheim,Germany,2023,4,5
3526,Steven Zuber,Stuttgart,Switzerland,1631,5,1
3527,Alexander Stolz,Hoffenheim,Germany,0,0,0
3528,Emil Forsberg,RB Leipzig,Sweden,1254,4,10
3529,Davie Selke,Hertha BSC,Germany,1730,3,7
3530,Rani Khedira,Augsburg,Germany,2627,4,5
3531,Marius Müller,RB Leipzig,Germany,0,0,0
3532,Yevhen Konoplyanka,Schalke 04,Ukraine,654,1,4
3533,Benjamin Stambouli,Schalke 04,France,1763,0,4
3534,Leon Goretzka,Bayern München,Germany,2021,8,11
3535,Lars Bender,Bayer Leverkusen,Germany,1368,1,4
3536,Kai Havertz,Bayer Leverkusen,Germany,2899,17,9
3537,Aleksandar Dragović,Bayer Leverkusen,Austria,1331,2,4
3538,Lukas Klünter,Hertha BSC,Germany,592,0,3
3539,Marcel Tisserand,Wolfsburg,Congo DR,888,1,2
3540,Niklas Stark,Hertha BSC,Germany,1871,1,6
3541,Ante Rebić,Eintracht Frankfurt,Croatia,1985,9,7
3542,Mike Frantz,Freiburg,Germany,2235,2,4
3543,Julian Korb,Hannover 96,Germany,1008,0,1
3544,Lukas Klostermann,RB Leipzig,Germany,2001,5,12
3545,Mario Götze,Borussia Dortmund,Germany,1680,7,7
3546,Matthias Ginter,Borussia M'gladbach,Germany,2380,2,9
3547,Serge Gnabry,Bayern München,Germany,1771,10,10
3548,Martin Hinteregger,Eintracht Frankfurt,Austria,2720,3,7
3549,Jonathan Schmid,Augsburg,France,2520,3,5
3550,Jeremy Toljan,Borussia Dortmund,Germany,0,0,0
3551,Ádám Szalai,Hoffenheim,Hungary,1619,6,4
3552,Kingsley Coman,Bayern München,France,1387,6,9
3553,Jérôme Boateng,Bayern München,Germany,1693,0,7
3554,Arjen Robben,Bayern München,Netherlands,567,4,2
3555,Felix Götze,Augsburg,Germany,120,1,0
3556,Taleb Tawatha,Eintracht Frankfurt,Israel,124,0,2
3557,Nico Schulz,Hoffenheim,Germany,2542,1,4
3558,Philipp Max,Augsburg,Germany,2575,4,4
3559,Alexander Hack,Mainz 05,Germany,1019,1,2
3560,Jan Morávek,Augsburg,Czech Republic,756,0,3
3561,Gerrit Holtmann,Mainz 05,Germany,143,0,1
3562,Danny Vieira da Costa,Eintracht Frankfurt,Germany,3035,2,9
3563,Milos Veljkovic,Werder Bremen,Serbia,1878,1,2
3564,Georg Teigl,Augsburg,Austria,292,0,2
3565,Maximilian Mittelstädt,Hertha BSC,Germany,1803,1,7
3566,Benjamin Hübner,Hoffenheim,Germany,813,0,2
3567,Nuri Şahin,Werder Bremen,Turkey,1487,1,3
3568,Fabian Giefer,Augsburg,Germany,360,0,0
3569,Holger Badstuber,Stuttgart,Germany,518,0,2
3570,Aymen Barkok,Fortuna Düsseldorf,Germany,505,0,1
3571,Jacob Bruun Larsen,Borussia Dortmund,Denmark,1270,2,6
3572,Florian Baak,Hertha BSC,Germany,0,0,0
3573,Claudio Miguel Pizarro Bossio,Werder Bremen,Peru,673,5,4
3574,Dominik Franke,Wolfsburg,Germany,0,0,0
3575,Josuha Guilavogui,Wolfsburg,France,1571,2,5
3576,Max Kruse,Werder Bremen,Germany,2837,11,4
3577,Philipp Bargfrede,Werder Bremen,Germany,1085,0,3
3578,Lukas Kübler,Freiburg,Germany,1187,0,5
3579,Kevin Danso,Augsburg,Austria,1243,1,4
3580,Marco Reus,Borussia Dortmund,Germany,2322,17,7
3581,Danny Latza,Mainz 05,Germany,1879,0,4
3582,Håvard Kallevik Nielsen,Fortuna Düsseldorf,Norway,0,0,0
3583,Josip Drmic,Borussia M'gladbach,Switzerland,219,2,1
3584,Sven Bender,Bayer Leverkusen,Germany,1995,0,7
3585,László Bénes,Borussia M'gladbach,Slovakia,26,0,1
3586,Jordan Torunarigha,Hertha BSC,Germany,1160,2,5
3587,Guido Burgstaller,Schalke 04,Austria,1524,4,5
3588,Thomas Delaney,Borussia Dortmund,Denmark,2288,3,10
3589,Raphael Framberger,Augsburg,Germany,547,0,0
3590,Marco Friedl,Werder Bremen,Austria,473,0,1
3591,Leon Bailey Butler,Bayer Leverkusen,Jamaica,1919,5,8
3592,Arne Maier,Hertha BSC,Germany,2068,0,6
3593,Florian Müller,Mainz 05,Germany,2160,0,5
3594,Federico Palacios Martinez,Nürnberg,Germany,939,2,2
3595,Marius Wolf,Borussia Dortmund,Germany,828,1,5
3596,Stefan Posch,Hoffenheim,Austria,1404,0,2
3597,Robin Quaison,Mainz 05,Sweden,2202,7,4
3598,Marc-Oliver Kempf,Stuttgart,Germany,2026,2,4
3599,Ondrej Duda,Hertha BSC,Slovakia,2575,11,8
3600,Marco Russ,Eintracht Frankfurt,Germany,378,0,0
3601,Gian-Luca Itter,Wolfsburg,Germany,93,0,1
3602,Marc Stendera,Eintracht Frankfurt,Germany,103,0,2
3603,Pal Dardai,Hertha BSC,Germany,108,0,2
3604,Sebastian Jung,Wolfsburg,Germany,57,0,0
3605,Patric Klandt,Nürnberg,Germany,0,0,0
3606,Jan-Ingwer Callsen-Bracker,Augsburg,Germany,6,0,0
3607,Gregor Kobel,Augsburg,Switzerland,1480,0,3
3608,Leo Weinkauf,Hannover 96,Germany,0,0,0
3609,Weston McKennie,Schalke 04,USA,1746,1,6
3610,Haji Wright,Schalke 04,USA,194,1,0
3611,Deji Ousman Beyreuther,Eintracht Frankfurt,Germany,0,0,0
3612,Ivo Iličević,Nürnberg,Croatia,36,0,1
3613,Jens Grahl,Stuttgart,Germany,0,0,0
3614,Anthony Ujah,Mainz 05,Nigeria,718,4,5
3615,Robin Zentner,Mainz 05,Germany,900,0,2
3616,Ron-Robert Zieler,Stuttgart,Germany,3060,0,6
3617,Miiko Martín Albornoz Inola,Hannover 96,Chile,1660,1,2
3618,Oliver Sorg,Hannover 96,Germany,1583,0,4
3619,Salif Sané,Schalke 04,Senegal,2613,2,5
3620,Edgar Prib,Hannover 96,Germany,202,0,2
3621,Felix Klaus,Wolfsburg,Germany,437,1,3
3622,Kenan Karaman,Fortuna Düsseldorf,Turkey,914,3,3
3623,Philipp Tschauner,Hannover 96,Germany,90,0,0
3624,Felipe Trevizan Martins,Hannover 96,Brazil,1097,2,2
3625,Emiliano Adrián Insúa Zapata,Stuttgart,Argentina,2117,2,5
3626,Timo Baumgartl,Stuttgart,Germany,1620,1,4
3627,Christian Gentner,Stuttgart,Germany,2023,0,5
3628,Martin Harnik,Werder Bremen,Austria,829,4,1
3629,Daniel Ginczek,Wolfsburg,Germany,1271,6,6
3630,Kaan Ayhan,Fortuna Düsseldorf,Turkey,2451,4,5
3631,Uffe Manich Bech,Hannover 96,Denmark,17,0,0
3632,Håvard Nordtveit,Hoffenheim,Norway,467,0,1
3633,Andre Hoffmann,Fortuna Düsseldorf,Germany,1047,0,1
3634,Waldemar Anton,Hannover 96,Germany,3060,1,5
3635,Joelinton Cassio Apolinário de Lira,Hoffenheim,Brazil,2136,7,3
3636,Eric Oelschlägel,Borussia Dortmund,Germany,0,0,0
3637,Iver Fossum,Hannover 96,Norway,453,0,2
3638,Noah-Joel Sarenren-Bazee,Hannover 96,Nigeria,158,0,0
3639,Erik Thommy,Stuttgart,Germany,796,1,3
3640,Matthias Zimmermann,Fortuna Düsseldorf,Germany,3050,1,5
3641,Tim Dierßen,Hannover 96,Germany,15,0,0
3642,Andreas Beck,Stuttgart,Germany,1779,0,4
3643,Raphael Wolf,Fortuna Düsseldorf,Germany,0,0,0
3644,Kevin Trapp,Eintracht Frankfurt,Germany,2938,0,8
3645,Sebastian Kerk,Nürnberg,Germany,1188,0,1
3646,Kevin Wimmer,Hannover 96,Austria,1679,0,2
3647,Marvin Bakalorz,Hannover 96,Germany,1462,1,5
3648,Marvin Ducksch,Fortuna Düsseldorf,Germany,820,1,2
3649,Stefanos Kapino,Werder Bremen,Greece,44,0,0
3650,Thorsten Kirschbaum,Bayer Leverkusen,Germany,0,0,0
3651,Marcel Sobottka,Fortuna Düsseldorf,Germany,944,0,3
3652,Florian Kath,Freiburg,Germany,0,0,0
3653,Valentino Lazaro,Hertha BSC,Austria,2743,3,7
3654,Konrad Laimer,RB Leipzig,Austria,1876,1,14
3655,Borna Sosa,Stuttgart,Croatia,612,0,2
3656,Virgil Misidjan,Nürnberg,Netherlands,1544,1,2
3657,Davy Klaassen,Werder Bremen,Netherlands,2823,5,4
3658,Yoric Ravet,Freiburg,France,71,0,1
3659,Yuya Kubo,Nürnberg,Japan,1362,1,3
3660,Abdou Diallo,Borussia Dortmund,France,2381,1,7
3661,Pablo Maffeo,Stuttgart,Spain,602,0,1
3662,Michael Lang,Borussia M'gladbach,Switzerland,1276,1,10
3663,Renato Steffen,Wolfsburg,Switzerland,1506,5,9
3664,Paco Alcácer,Borussia Dortmund,Spain,1204,18,8
3665,Jetro Willems,Eintracht Frankfurt,Netherlands,718,0,8
3666,Joshua Brenet,Hoffenheim,Netherlands,905,2,2
3667,Almamy Touré,Eintracht Frankfurt,Mali,519,0,3
3668,Corentin Tolisso,Bayern München,France,52,1,1
3669,Jean-Kévin Augustin,RB Leipzig,France,451,3,8
3670,Matheus Fellipe Costa Pereira,Nürnberg,Brazil,1237,3,3
3671,Niclas Füllkrug,Hannover 96,Germany,1113,2,2
3672,Diego Contento,Fortuna Düsseldorf,Germany,0,0,0
3673,Tim Leibold,Nürnberg,Germany,2768,0,4
3674,Ondrej Petrak,Nürnberg,Czech Republic,1624,0,3
3675,Kevin Akpoguma,Hannover 96,Germany,812,0,1
3676,Marko Grujić,Hertha BSC,Serbia,1780,5,6
3677,Reece Oxford,Augsburg,England,505,0,2
3678,Jonathan de Guzmán,Eintracht Frankfurt,Netherlands,1563,3,6
3679,Gonçalo Mendes Paciencia,Eintracht Frankfurt,Portugal,387,3,5
3680,Luka Jović,Eintracht Frankfurt,Serbia,2247,17,8
3681,Ewerton Jose Almeida Santos,Nürnberg,Brazil,1341,0,2
3682,Edgar Salli,Nürnberg,Cameroon,115,0,0
3683,Rouwen Hennings,Fortuna Düsseldorf,Germany,1831,7,4
3684,Georg Margreitter,Nürnberg,Austria,2059,2,3
3685,Aarón Martín,Mainz 05,Spain,2879,0,7
3686,Achraf Hakimi Mouh,Borussia Dortmund,Morocco,1740,2,6
3687,Philipp Lienhart,Freiburg,Austria,609,0,3
3688,Lucas Torró Marset,Eintracht Frankfurt,Spain,560,0,2
3689,Kasim Adams Nuhu,Hoffenheim,Ghana,906,0,2
3690,Michael Langer,Schalke 04,Austria,0,0,0
3691,Sébastien Haller,Eintracht Frankfurt,France,2180,15,8
3692,Fredrik Jensen,Augsburg,Finland,205,0,1
3693,Derrick Luckassen,Hertha BSC,Netherlands,248,0,0
3694,Wout Weghorst,Wolfsburg,Netherlands,2931,17,9
3695,Justin Hoogma,Hoffenheim,Netherlands,110,0,0
3696,Milot Rashica,Werder Bremen,Kosovo,1558,9,3
3697,Jean-Paul Boëtius,Mainz 05,Netherlands,2136,4,6
3698,Karim Rekik,Hertha BSC,Netherlands,2070,0,7
3699,Isaac Kiese Thelin,Bayer Leverkusen,Sweden,175,0,2
3700,Jérôme Roussillon,Wolfsburg,France,2466,3,7
3701,Amine Harit,Schalke 04,France,1083,1,2
3702,Simon Falette,Eintracht Frankfurt,France,601,0,0
3703,Alassane Pléa,Borussia M'gladbach,France,2508,12,13
3704,Anastasios Donis,Stuttgart,Greece,959,5,4
3705,Benjamin Pavard,Stuttgart,France,2610,0,6
3706,Jean-Philippe Mateta,Mainz 05,France,2472,14,7
3707,Hamza Mendyl,Schalke 04,Morocco,545,0,3
3708,Nordi Mukiele Mulere,RB Leipzig,France,1225,1,11
3709,Roland Sallai,Freiburg,Hungary,524,2,2
3710,Ishak Belfodil,Hoffenheim,Algeria,1863,16,5
3711,Joszip Elez,Hannover 96,Croatia,640,0,0
3712,Moussa Niakhate,Mainz 05,France,2790,1,7
3713,Obite Evan N'Dicka,Eintracht Frankfurt,France,2302,1,6
3714,Ibrahima Konaté,RB Leipzig,France,2430,1,12
3715,Mikael Ishak,Nürnberg,Sweden,1920,4,4
3716,Benito Raman,Fortuna Düsseldorf,Belgium,1679,10,5
3717,Philipp Mwene,Mainz 05,Austria,270,0,2
3718,Samuel Radlinger,Hannover 96,Austria,90,0,0
3719,Kevin Stöger,Fortuna Düsseldorf,Austria,2121,1,3
3720,Steven Skrzybski,Schalke 04,Germany,667,3,1
3721,Michael Rensing,Fortuna Düsseldorf,Germany,2880,0,5
3722,Adam Bodzek,Fortuna Düsseldorf,Germany,1604,0,4
3723,Oliver Fink,Fortuna Düsseldorf,Germany,1058,3,4
3724,Ihlas Bebou,Hannover 96,Togo,1068,4,2
3725,Lucas Höler,Freiburg,Germany,1001,4,4
3726,Lukas Mühl,Nürnberg,Germany,2790,1,4
3727,Hanno Behrens,Nürnberg,Germany,2643,4,4
3728,Kevin Möhwald,Werder Bremen,Germany,860,3,5
3729,Niko Gießelmann,Fortuna Düsseldorf,Germany,2594,0,5
3730,Jan Zimmermann,Eintracht Frankfurt,Germany,0,0,0
3731,Felix Uduokhai,Wolfsburg,Germany,235,0,5
3732,Tim Kleindienst,Freiburg,Germany,199,0,0
3733,Pascal Köpke,Hertha BSC,Germany,67,0,1
3734,Enrico Valentini,Nürnberg,Italy,1302,0,3
3735,Jean Zimmer,Fortuna Düsseldorf,Germany,1439,1,3
3736,Berkay Özcan,Stuttgart,Turkey,49,0,1
3737,Marcin Kamiński,Fortuna Düsseldorf,Poland,2430,0,5
3738,Cedric Teuchert,Schalke 04,Germany,159,0,0
3739,Robin Bormuth,Fortuna Düsseldorf,Germany,612,0,0
3740,Patrick Kammerbauer,Freiburg,Germany,1,0,0
3741,Takuma Asano,Hannover 96,Japan,707,0,1
3742,Robin Koch,Freiburg,Germany,1898,1,4
3743,Florian Neuhaus,Borussia M'gladbach,Germany,2054,3,12
3744,Eduard Löwen,Nürnberg,Germany,1622,3,4
3745,Patrick Erras,Nürnberg,Germany,1217,0,3
3746,Florent Muslija,Hannover 96,Germany,674,2,1
3747,Mark Flekken,Freiburg,Netherlands,90,0,0
3748,Felipe Augusto Rodrigues Pires,Hoffenheim,Brazil,0,0,0
3749,Fabian Bredlow,Nürnberg,Germany,1127,0,2
3750,Johannes Eggestein,Werder Bremen,Germany,1113,4,3
3751,Lukas Jäger,Nürnberg,Austria,25,0,0
3752,Pavao Pervan,Wolfsburg,Austria,764,0,1
3753,Brandon Joel Gaetano Borrello,Freiburg,Australia,0,0,0
3754,George Timotheou,Schalke 04,Australia,90,0,1
3755,Paulo Henrique Sampaio Filho,Bayer Leverkusen,Brazil,165,0,5
3756,William de Asevedo Furtado,Wolfsburg,Brazil,2676,2,8
3757,Felix Beijmo,Werder Bremen,Sweden,0,0,0
